rating,predicted_score,review_text
1,1,when i am sending a voice message to any body the voice is not recording even my mic is also in good condition
1,1,very bad about the group mentioned status feature even i blocked the person still it is available in status i hide it block it but nothing is working please provide a setting to hide it
3,5,cul although it keeps my account sparm 
5,5,it is very nice
5,5,simply the best
5,5,school
1,1,contraction working
4,5,why did you remove the provision of the flash light during whatsapp i used to enjoy my video calls a lot kindly consider it back
5,5,great
3,1,im supposed to give this app two stars because this is the third time they are banning me from using account its tells me  u can no longer use this account due to spam  and im very sure i didnt spam anything please stop this aside from this the app is great and also release my account please i have serious things to do there pleaseeee
5,5,im addicted to this app i nearly use any other app  thank for creating this kind of app 
5,5,thanks for the info
5,5,good perfirm
2,1,please turn off usb storage and try again but why show is this
5,5,love this app better than facebook
2,1,i love this app but y is that just one month my whatsapp has become out of date
1,1,on average im being logged out of my account close to 10 times a day and this has been happening for the past three weeks now the process of having to add my number and log in again and again is now exhausting i have no idea if the problem is with the app or really theres some hackers out there trying to take over my number ive tried to reach out for help on the issue only to deal with ai my problem needs another human not a machine please
4,1,unable to update
5,5,this whatsapp is very good
5,5,show very well app
3,3,my phone is infinix hot 40i i am experiencing problems in using whatsapp applicationi hope this issue will be fixed
1,1,it is very bad if any account has to be added then it does not get added he works very quickly but it takes a long time
1,1,i cant get my retort back 
5,5,awesome app  great wishes to all of you 
5,5,this app is amazing
4,5,how can i open my whatsapp again
5,5,we could get fast information with this app
1,1,disappointing app i regret using this app why not the owner of this app should just disable the existence of this app because its worthless and useless i could have given 0 star if theres room for any and if you wanna know my reasons its because i barely get 5 minutes to chat with someone on the app its always spamming my account what a waste of time using this app
5,5,wonder full app
1,1,i cannot put a song on the story
5,5,good experience
2,1,not properly working my whats up
5,5,good app
4,4,ye app bht acha h lekin pata nhi ye q nhi chal rha h maine ise download kiya phir install kr rhe hoon is app ko maine login bhi kiya dekhte h ye work krta h ya fir kuch aur krna hoga 
1,1,very slowl download
1,1,this error has been showing on my whatsapp repeatedly i have already mailed reported and followed all the instructions provided yet the issue remains unresolved please fix this urgently this account violates whatsapps age requirement review whatsapp terms of service for more details visit facebook to confirm age chats are still on this device
5,5,tx for give this app
1,1,ill never use your application again
4,5,so private for chatting
1,1,i have already done the chat backup in my old phone but i am unable to restore my chats in my new phone firstly i thought maybe the backup was not completed in my old phone so i checked it on google one in that it is showing whatsapp backup that means the backup is completed in my old phone but i am unable to restore it to my new phone i dont understand why i am not able to restore my chat backup in whatsapp
